Facility,Department,Room,Bed,Bed Class,Bed Type,Virtual bed
N1SG,NW20,N02001,N020001,classless,ICU/HD,
N1SG,NW20,N02002,N020002,classless,ICU/HD,
N1SG,NW20,N02002,N020003,classless,ICU/HD,
N1SG,NW20,N02002,N020004,classless,ICU/HD,
N1SG,NW20,N02002,N020005,classless,ICU/HD,
N1SG,NW20,N02002,N020006,classless,ICU/HD,
N1SG,NW20,N02003,N020007,classless,ICU/HD,
N1SG,NW20,N02004,N020008,classless,ICU/HD,
N1SG,NW20,N02005,N020009,classless,ICU/HD,
N1SG,NW20,N02006,N020010,classless,ICU/HD,
N1SG,NW20,N02007,N020011,classless,ICU/HD,
N1SG,NW20,N02008,N020012,classless,ICU/HD,
N1SG,NW20,N02008,N020013,classless,ICU/HD,
N1SG,NW20,N02008,N020014,classless,ICU/HD,
N1SG,NW20,N02008,N020015,classless,ICU/HD,
N1SG,NW21,N02101,N021001,classless,ICU/HD,
N1SG,NW21,N02102,N021002,classless,ICU/HD,
N1SG,NW21,N02103,N021003,classless,ICU/HD,
N1SG,NW21,N02104,N021004,classless,ICU/HD,
N1SG,NW21,N02105,N021005,classless,ICU/HD,
N1SG,NW21,N02106,N021006,classless,ICU/HD,
N1SG,NW21,N02107,N021007,classless,ICU/HD,
N1SG,NW21,N02108,N021008,classless,ICU/HD,
N1SG,NW21,N02109,N021009,classless,ICU/HD,
N1SG,NW21,N02110,N021010,classless,ICU/HD,
N1SG,NW21,N02111,N021011,classless,ICU/HD,
N1SG,NW21,N02112,N021012,classless,ICU/HD,
N1SG,NW21,N02113,N021013,classless,ICU/HD,
N1SG,NW22,N02201,N022001,others,Others,
N1SG,NW22,N02201,N022002,others,Others,
N1SG,NW22,N02201,N022003,others,Others,
N1SG,NW22,N02201,N022004,others,Others,
N1SG,NW22,N02202,N022005,others,Others,
N1SG,NW22,N02203,N022006,others,Others,
N1SG,NW22,N02204,N022007,others,Others,
N1SG,NW22,N02205,N022008,others,Others,
N1SG,NW22,N02206,N022009,others,Others,
N1SG,NW22,N02207,N022010,others,Others,
N1SG,NW22,N02208,N022011,others,Others,
N1SG,NW22,N02209,N022012,others,Others,
N1SG,NW23,N02301,N023001,classless,ICU/HD,
N1SG,NW23,N02302,N023002,classless,ICU/HD,
N1SG,NW23,N02303,N023003,classless,ICU/HD,
N1SG,NW23,N02304,N023004,classless,ICU/HD,
N1SG,NW23,N02305,N023005,classless,ICU/HD,
N1SG,NW23,N02306,N023006,classless,ICU/HD,
N1SG,NW23,N02307,N023007,classless,ICU/HD,
N1SG,NW23,N02308,N023008,classless,ICU/HD,
N1SG,NW23,N02309,N023009,classless,ICU/HD,
N1SG,NW23,N02310,N023010,classless,ICU/HD,
N1SG,NW23,N02311,N023011,classless,ICU/HD,
N1SG,NW23,N02312,N023012,classless,ICU/HD,
N1SG,NW24,N02401,N024001,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024002,classless,ICU/HD,
N1SG,NW24,N02401,N024003,classless,ICU/HD,
N1SG,NW24,N02401,N024004,classless,ICU/HD,
N1SG,NW24,N02401,N024005,classless,ICU/HD,
N1SG,NW24,N02401,N024006,classless,ICU/HD,
N1SG,NW24,N02401,N024007,classless,ICU/HD,
N1SG,NW24,N02401,N024008,classless,ICU/HD,
N1SG,NW24,N02401,N024009,classless,ICU/HD,
N1SG,NW24,N02401,N024010,classless,ICU/HD,
N1SG,NW24,N02401,N024011,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024012,classless,ICU/HD,
N1SG,NW24,N02401,N024013,classless,ICU/HD,
N1SG,NW24,N02401,N024014,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024015,classless,ICU/HD,
N1SG,NW24,N02401,N024016,classless,ICU/HD,
N1SG,NW24,N02401,N024017,classless,ICU/HD,
N1SG,NW24,N02401,N024018,classless,ICU/HD,
N1SG,NW24,N02401,N024019,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024020,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024021,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024022,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024023,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024024,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024025,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024026,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024027,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024028,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024029,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024030,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024031,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024032,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024033,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024034,classless,ICU/HD,Yes
N1SG,NW24,N02401,N024035,classless,ICU/HD,Yes
N1SG,NW25,N02501,N025001,classless,ICU/HD,
N1SG,NW25,N02502,N025002,classless,ICU/HD,
N1SG,NW25,N02503,N025003,classless,ICU/HD,
N1SG,NW25,N02504,N025004,classless,ICU/HD,
N1SG,NW25,N02505,N025005,classless,ICU/HD,
N1SG,NW25,N02506,N025006,classless,ICU/HD,
N1SG,NW25,N02507,N025007,classless,ICU/HD,
N1SG,NW25,N02508,N025008,classless,ICU/HD,
N1SG,NW25,N02509,N025009,classless,ICU/HD,
N1SG,NW25,N02510,N025010,classless,ICU/HD,
N1SG,NW25,N02511,N025011,classless,ICU/HD,
N1SG,NW26,N02601,N026001,classless,ICU/HD,
N1SG,NW26,N02602,N026002,classless,ICU/HD,
N1SG,NW26,N02603,N026003,classless,ICU/HD,
N1SG,NW26,N02604,N026004,classless,ICU/HD,
N1SG,NW26,N02605,N026005,classless,ICU/HD,
N1SG,NW26,N02606,N026006,classless,ICU/HD,
N1SG,NW26,N02607,N026007,classless,ICU/HD,
N1SG,NW26,N02608,N026008,classless,ICU/HD,
N1SG,NW26,N02609,N026009,classless,ICU/HD,
N1SG,NW26,N02610,N026010,classless,ICU/HD,
N1SG,NW26,N02611,N026011,classless,ICU/HD,
N1SG,NW26,N02612,N026012,classless,ICU/HD,
N1SG,NW26,N02613,N026013,classless,ICU/HD,
N1SG,NW26,N02614,N026014,classless,ICU/HD,
N1SG,NW26,N02615,N026015,classless,ICU/HD,
N1SG,NW26,N02616,N026016,classless,ICU/HD,
N1SG,NW26,N02617,N026017,classless,ICU/HD,
N1SG,NW26,N02618,N026018,classless,ICU/HD,
N1SG,NW26,N02619,N026019,classless,ICU/HD,
N1SG,NW26,N02620,N026020,classless,ICU/HD,
N1SG,NW27,N02701,N027001,classless,ICU/HD,
N1SG,NW27,N02702,N027002,classless,ICU/HD,
N1SG,NW27,N02703,N027003,classless,ICU/HD,
N1SG,NW27,N02704,N027004,classless,ICU/HD,
N1SG,NW27,N02705,N027005,classless,ICU/HD,
N1SG,NW27,N02706,N027006,classless,ICU/HD,
N1SG,NW27,N02707,N027007,classless,ICU/HD,
N1SG,NW27,N02708,N027008,classless,ICU/HD,
N1SG,NW27,N02709,N027009,classless,ICU/HD,
N1SG,NW27,N02710,N027010,classless,ICU/HD,
N1SG,NW27,N02711,N027011,classless,ICU/HD,
N1SG,NW27,N02712,N027012,classless,ICU/HD,
N1SG,NW27,N02713,N027013,classless,ICU/HD,
N1SG,NW27,N02714,N027014,classless,ICU/HD,
N1SG,NW27,N02715,N027015,classless,ICU/HD,
N1SG,NW27,N02716,N027016,classless,ICU/HD,
N1SG,NW27,N02717,N027017,classless,ICU/HD,
N1SG,NW27,N02718,N027018,classless,ICU/HD,
N1SG,NW27,N02719,N027019,classless,ICU/HD,
N1SG,NW27,N02720,N027020,classless,ICU/HD,
N1SG,NW27,N02721,N027021,classless,ICU/HD,
N1SG,NW27,N02722,N027022,classless,ICU/HD,
N1SG,NW27,N02723,N027023,classless,ICU/HD,
N1SG,NW27,N02724,N027024,classless,ICU/HD,
N1SG,NW28,N02801,N028001,classless,ICU/HD,
N1SG,NW28,N02802,N028002,classless,ICU/HD,
N1SG,NW28,N02803,N028003,classless,ICU/HD,
N1SG,NW28,N02804,N028004,classless,ICU/HD,
N1SG,NW28,N02805,N028005,classless,ICU/HD,
N1SG,NW28,N02806,N028006,classless,ICU/HD,
N1SG,NW28,N02807,N028007,classless,ICU/HD,
N1SG,NW28,N02808,N028008,classless,ICU/HD,
N1SG,NW28,N02809,N028009,classless,ICU/HD,
N1SG,NW28,N02810,N028010,classless,ICU/HD,
N1SG,NW28,N02811,N028011,classless,ICU/HD,
N1SG,NW28,N02812,N028012,classless,ICU/HD,
N1SG,NW28,N02813,N028013,classless,ICU/HD,
N1SG,NW28,N02814,N028014,classless,ICU/HD,
N1SG,NW28,N02815,N028015,classless,ICU/HD,
N1SG,NW28,N02816,N028016,classless,ICU/HD,
N1SG,NW28,N02817,N028017,classless,ICU/HD,
N1SG,NW28,N02818,N028018,classless,ICU/HD,
N1SG,NW28,N02819,N028019,classless,ICU/HD,
N1SG,NW28,N02820,N028020,classless,ICU/HD,
N1SG,NW28,N02821,N028021,classless,ICU/HD,
N1SG,NW28,N02822,N028022,classless,ICU/HD,
N1SG,NW28,N02823,N028023,classless,ICU/HD,
N1SG,NW28,N02824,N028024,classless,ICU/HD,
N1SG,NW28,N02825,N028025,classless,ICU/HD,Yes
N1SG,NW28,N02826,N028026,classless,ICU/HD,Yes
N1SG,NW29,N02901,N029001,classless,ICU/HD,
N1SG,NW29,N02901,N029002,classless,ICU/HD,
N1SG,NW29,N02901,N029003,classless,ICU/HD,
N1SG,NW29,N02901,N029004,classless,ICU/HD,
N1SG,NW29,N02901,N029005,classless,ICU/HD,
N1SG,NW29,N02901,N029006,classless,ICU/HD,
N1SG,NW29,N02901,N029007,classless,ICU/HD,
N1SG,NW29,N02901,N029008,classless,ICU/HD,
N1SG,NW29,N02901,N029009,classless,ICU/HD,
N1SG,NW29,N02901,N029010,classless,ICU/HD,
N1SG,NW29,N02901,N029011,classless,ICU/HD,
N1SG,NW29,N02901,N029012,classless,ICU/HD,
N1SG,NW29,N02901,N029013,classless,ICU/HD,
N1SG,NW29,N02901,N029014,classless,ICU/HD,Yes
N1SG,NW29,N02901,N029015,classless,ICU/HD,Yes
N1SG,NW29,N02901,N029016,classless,ICU/HD,Yes
N1SG,NW29,N02901,N029017,classless,ICU/HD,Yes
N1SG,NW29,N02902,N029018,classless,ICU/HD,Yes
N1SG,NW46,N04601,N046001,classless,ICU/HD,
N1SG,NW46,N04602,N046002,classless,ICU/HD,
N1SG,NW46,N04603,N046003,classless,ICU/HD,
N1SG,NW46,N04604,N046004,classless,ICU/HD,
N1SG,NW46,N04605,N046005,classless,ICU/HD,
N1SG,NW46,N04606,N046006,classless,ICU/HD,
N1SG,NW46,N04607,N046007,classless,ICU/HD,
N1SG,NW46,N04607,N04607A,others,Others,Yes
N1SG,NW46,N04608,N046008,classless,ICU/HD,
N1SG,NW46,N04608,N04608A,others,Others,Yes
N1SG,NW46,N04609,N046009,classless,ICU/HD,
N1SG,NW46,N04609,N04609A,others,Others,Yes
N1SG,NW46,N04609,N04609B,others,Others,Yes
N1SG,NW46,N04610,N046010,classless,ICU/HD,
N1SG,NW46,N04610,N04610A,others,Others,Yes
N1SG,NW46,N04610,N04610B,others,Others,Yes
N1SG,NW46,N04611,N046011,classless,ICU/HD,
N1SG,NW46,N04611,N04611A,others,Others,Yes
N1SG,NW46,N04611,N04611B,others,Others,Yes
N1SG,NW46,N04612,N046012,classless,ICU/HD,
N1SG,NW46,N04612,N04612A,others,Others,Yes
N1SG,NW46,N04612,N04612B,others,Others,Yes
N1SG,NW46,N04613,N046013,classless,ICU/HD,
N1SG,NW46,N04613,N04613A,others,Others,Yes
N1SG,NW46,N04614,N046014,classless,ICU/HD,
N1SG,NW46,N04614,N04614A,others,Others,Yes
N1SG,NW46,N04614,N04614B,others,Others,Yes
N1SG,NW46,N04615,N046015,classless,ICU/HD,
N1SG,NW46,N04615,N04615A,others,Others,Yes
N1SG,NW46,N04615,N04615B,classless,ICU/HD,
N1SG,NW46,N04615,N04615C,classless,ICU/HD,
N1SG,NW46,N04616,N046016,classless,ICU/HD,
N1SG,NW46,N04616,N04616A,others,Others,Yes
N1SG,NW46,N04616,N04616B,classless,ICU/HD,
N1SG,NW46,N04616,N04616C,classless,ICU/HD,
N1SG,NW46,N04617,N046017,classless,ICU/HD,
N1SG,NW46,N04617,N04617A,others,Others,Yes
N1SG,NW46,N04617,N04617B,others,Others,Yes
N1SG,NW46,N04617,N04617C,others,Others,Yes
N1SG,NW46,N04618,N046018,classless,ICU/HD,
N1SG,NW46,N04618,N04618A,others,Others,Yes
N1SG,NW46,N04618,N04618B,others,Others,Yes
N1SG,NW46,N04618,N04618C,others,Others,Yes
N1SG,NW58,N05803,N058013,classless,ICU/HD,
N1SG,NW58,N05804,N058014,classless,ICU/HD,
N1SG,NW58,N05805,N058015,classless,ICU/HD,
N1SG,NW58,N05806,N058016,classless,ICU/HD,
N1SG,NW58,N05807,N058017,classless,ICU/HD,
N1SG,NW58,N05808,N058018,classless,ICU/HD,
N1SG,NW58,N05809,N058019,classless,ICU/HD,
N1SG,NW58,N05810,N058020,classless,ICU/HD,
N1SG,NW58,N05811,N058021,classless,ICU/HD,
N1SG,NW58,N05812,N058022,classless,ICU/HD,
N1SG,NW58,N05813,N058023,classless,ICU/HD,
N1SG,NW58,N05814,N058024,classless,ICU/HD,
N1SG,NW58,N05815,N058025,classless,ICU/HD,
N1SG,NW58,N05816,N058026,classless,ICU/HD,
N1SG,NW58,N05817,N058027,classless,ICU/HD,
N1SG,NW58,N05818,N058028,classless,ICU/HD,
N1SG,NW8A,N08A09,N08A009,classless,ICU/HD,
N1SG,NW8A,N08A10,N08A010,classless,ICU/HD,
N1SG,NW57HD,N57H02,N057H013,classless,ICU/HD,
N1SG,NW57HD,N57H02,N057H014,classless,ICU/HD,
N1SG,NW57HD,N57H02,N057H015,classless,ICU/HD,
N1SG,NW57HD,N57H02,N057H016,classless,ICU/HD,
N1SG,NW57HD,N57H02,N057H017,classless,ICU/HD,
N1SG,NW57HD,N57H02,N057H018,classless,ICU/HD,
N1SG,NW2A,N02A01,N02A001,Others,Others,
N1SG,NW2A,N02A02,N02A002,Others,Others,
N1SG,NW2A,N02A03,N02A003,Others,Others,
N1SG,NW2A,N02A04,N02A004,Others,Others,
N1SG,NW2A,N02A05,N02A005,Others,Others,
N1SG,NW2A,N02A06,N02A006,Others,Others,
N1SG,NW2A,N02A07,N02A007,Others,Others,
N1SG,NW2A,N02A08,N02A008,Others,Others,
N1SG,NW2A,N02A09,N02A009,Others,Others,
N1SG,NW2A,N02A10,N02A010,Others,Others,
N1SG,NW2A,N02A11,N02A011,Others,Others,
N1SG,NW2A,N02A12,N02A012,Others,Others,
N1SG,NW2A,N02A13,N02A013,B2,Subsidised,
N1SG,NW2A,N02A13,N02A014,B2,Subsidised,
N1SG,NW2A,N02A13,N02A015,B2,Subsidised,
N1SG,NW2A,N02A13,N02A016,B2,Subsidised,
N1SG,NW2A,N02A13,N02A017,B2,Subsidised,
N1SG,NW2A,N02A13,N02A018,B2,Subsidised,
N1SG,NW2A,N02A14,N02A019,B2,Subsidised,
N1SG,NW2A,N02A14,N02A020,B2,Subsidised,
N1SG,NW2A,N02A14,N02A021,B2,Subsidised,
N1SG,NW2A,N02A14,N02A022,B2,Subsidised,
N1SG,NW2A,N02A14,N02A023,B2,Subsidised,
N1SG,NW2A,N02A14,N02A024,B2,Subsidised,
N1SG,NW2A,N02A15,N02A025,B2,Subsidised,
N1SG,NW2A,N02A15,N02A026,B2,Subsidised,
N1SG,NW2A,N02A15,N02A027,B2,Subsidised,
N1SG,NW2A,N02A15,N02A028,B2,Subsidised,
N1SG,NW2A,N02A15,N02A029,B2,Subsidised,
N1SG,NW2A,N02A15,N02A030,B2,Subsidised,
N1SG,NW2A,N02A16,N02A031,B2,Subsidised,
N1SG,NW2A,N02A16,N02A032,B2,Subsidised,
N1SG,NW2A,N02A16,N02A033,B2,Subsidised,
N1SG,NW2A,N02A16,N02A034,B2,Subsidised,
N1SG,NW2A,N02A16,N02A035,B2,Subsidised,
N1SG,NW2A,N02A16,N02A036,B2,Subsidised,
N1SG,NW2A,N02A17,N02A037,Others,Others,
N1SG,NW2A,N02A17,N02A038,Others,Others,
N1SG,NW2A,N02A17,N02A039,Others,Others,
N1SG,NW2A,N02A17,N02A040,Others,Others,
N1SG,NW2A,N02A17,N02A041,Others,Others,
N1SG,NW2A,N02A17,N02A042,Others,Others,
N1SG,NW2A,N02A17,N02A043,,,
N1SG,NW2A,N02A17,N02A044,,,
N1SG,NW2A,N02A20,N02A050,Others,Others,
N1SG,NW2A,N02A21,N02A051,Others,Others,
N1SG,NW2A,N02A21,N02AC01,Others,Others,Yes
N1SG,NW2A,N02A21,N02AC02,Others,Others,Yes
N1SG,NW2A,N02A21,N02AC03,Others,Others,Yes
N1SG,NW2A,N02A21,N02AC04,Others,Others,Yes
N1SG,NW2A,N02A21,N02AC05,Others,Others,Yes
N1SG,NW2A,N02A21,N02AC06,Others,Others,Yes
N1SG,NW2A,N02A21,N02AC07,Others,Others,Yes
N1SG,NW2A,N02A21,N02AC08,Others,Others,Yes
N1SG,NW2A,N02A27,N02A101,Others,Others,Yes
N1SG,NW2A,N02A28,N02A102,Others,Others,Yes
N1SG,NW2A,N02A29,N02A103,Others,Others,Yes
N1SG,NW2A,N02A30,N02A104,Others,Others,Yes
N1SG,NW2A,N02A31,N02A105,Others,Others,Yes
N1SG,NW2A,N02A32,N02A106,Others,Others,Yes
N1SG,NW2A,N02A33,N02A107,Others,Others,Yes
N1SG,NW2A,N02A34,N02A108,Others,Others,Yes
N1SG,NW2A,N02A35,N02A109,Others,Others,Yes
N1SG,NW2A,N02A36,N02A110,Others,Others,Yes
N1SG,NW2A,N02A37,N02A111,Others,Others,Yes
N1SG,NW2A,N02A38,N02A112,Others,Others,Yes
N1SG,NW2A,N02A39,N02A121,Others,Others,Yes
N1SG,NW2A,N02A39,N02A122,Others,Others,Yes
N1SG,NW2A,N02A39,N02A123,Others,Others,Yes
N1SG,NW2A,N02A39,N02A124,Others,Others,Yes
N1SG,NW2A,N02A39,N02A125,Others,Others,Yes
N1SG,NW2A,N02A39,N02A126,Others,Others,Yes
N1SG,NW2A,N02A39,N02A127,Others,Others,Yes
N1SG,NW2A,N02A39,N02A128,Others,Others,Yes
N1SG,NW2A,N02A39,N02A129,Others,Others,Yes
N1SG,NW2A,N02A39,N02A130,Others,Others,Yes
N1SG,NW2A,N02A39,N02A131,Others,Others,Yes
N1SG,NW2A,N02A39,N02A132,Others,Others,Yes
N1SG,NW2A,N02A39,N02A133,Others,Others,Yes
N1SG,NW2A,N02A39,N02A134,Others,Others,Yes
N1SG,NW2A,N02A39,N02A135,Others,Others,Yes
N1SG,NW2A,N02A39,N02A136,Others,Others,Yes
N1SG,NW2A,N02A39,N02A137,Others,Others,Yes
N1SG,NW2A,N02A39,N02A138,Others,Others,Yes
N1SG,NW2A,N02A39,N02A139,Others,Others,Yes
N1SG,NW2A,N02A39,N02A140,Others,Others,Yes
N1SG,NW2A,N02A39,N02A141,Others,Others,Yes
N1SG,NW2A,N02A39,N02A142,Others,Others,Yes
N1SG,NW2A,N02A39,N02A143,Others,Others,Yes
N1SG,NW2A,N02A39,N02A144,Others,Others,Yes
N1SG,NW2A,N02A39,N02A145,Others,Others,Yes
N1SG,NW2A,N02A39,N02A146,Others,Others,Yes
N1SG,NW2A,N02A39,N02A147,Others,Others,Yes
N1SG,NW2A,N02A39,N02A148,Others,Others,Yes
N1SG,NW2A,N02A39,N02A149,Others,Others,Yes
N1SG,NW2A,N02A39,N02A150,Others,Others,Yes
N1SG,NW2A,N02A39,N02A151,Others,Others,Yes
N1SG,NW2A,N02A39,N02A152,Others,Others,Yes
N1SG,NW2A,N02A39,N02A153,Others,Others,Yes
N1SG,NW2A,N02A39,N02A154,Others,Others,Yes
N1SG,NW2A,N02A39,N02A155,Others,Others,Yes
N1SG,NW2A,N02A39,N02A156,Others,Others,Yes
N1SG,NW2A,N02A39,N02A157,Others,Others,Yes
N1SG,NW2A,N02A39,N02A158,Others,Others,Yes
N1SG,NW2A,N02A39,N02A159,Others,Others,Yes
N1SG,NW2A,N02A39,N02A160,Others,Others,Yes
N1SG,NW2A,N02A39,N02A161,Others,Others,Yes
N1SG,NW2A,N02A39,N02A162,Others,Others,Yes
N1SG,NW2A,N02A39,N02A163,Others,Others,Yes
N1SG,NW2A,N02A39,N02A164,Others,Others,Yes
N1SG,NW2A,N02A39,N02A165,Others,Others,Yes
N1SG,NW2A,N02A39,N02A166,Others,Others,Yes
N1SG,NW2A,N02A39,N02A167,Others,Others,Yes
N1SG,NW2A,N02A39,N02A168,Others,Others,Yes
N1SG,NW2A,N02A39,N02A169,Others,Others,Yes
N1SG,NW2A,N02A39,N02A170,Others,Others,Yes
N1SG,NW2A,N02A39,N02A171,Others,Others,Yes
N1SG,NW2A,N02A39,N02A172,Others,Others,Yes
N1SG,NW2A,N02A39,N02A173,Others,Others,Yes
N1SG,NW2A,N02A39,N02A174,Others,Others,Yes
N1SG,NW2A,N02A39,N02A175,Others,Others,Yes
N1SG,NW2A,N02A39,N02A176,Others,Others,Yes
N1SG,NW2A,N02A39,N02A177,Others,Others,Yes
N1SG,NW2A,N02A39,N02A178,Others,Others,Yes
N1SG,NW2A,N02A39,N02A179,Others,Others,Yes
N1SG,NW2A,N02A39,N02A180,Others,Others,Yes
N1SG,NW2A,N02A40,N02A201,Others,Others,Yes
N1SG,NW2A,N02A40,N02A202,Others,Others,Yes
N1SG,NW2A,N02A40,N02A203,Others,Others,Yes
N1SG,NW2A,N02A40,N02A204,Others,Others,Yes
N1SG,NW2A,N02A40,N02A205,Others,Others,Yes
N1SG,NW2A,N02A40,N02A206,Others,Others,Yes
N1SG,NW2A,N02A40,N02A207,Others,Others,Yes
N1SG,NW2A,N02A40,N02A208,Others,Others,Yes
N1SG,NW2A,N02A40,N02A209,Others,Others,Yes
N1SG,NW2A,N02A40,N02A210,Others,Others,Yes
N1SG,NW2A,N02A40,N02A211,Others,Others,Yes
N1SG,NW2A,N02A40,N02A212,Others,Others,Yes
N1SG,NW2A,N02A40,N02A213,Others,Others,Yes
N1SG,NW2A,N02A40,N02A214,Others,Others,Yes
N1SG,NW2A,N02A40,N02A215,Others,Others,Yes
N1SG,NW2A,N02A40,N02A216,Others,Others,Yes
N1SG,NW2A,N02A40,N02A217,Others,Others,Yes
N1SG,NW2A,N02A40,N02A218,Others,Others,Yes
N1SG,NW2A,N02A40,N02A219,Others,Others,Yes
N1SG,NW2A,N02A40,N02A220,Others,Others,Yes
N1SG,NW2A,N02A40,N02A221,Others,Others,Yes
N1SG,NW2A,N02A40,N02A222,Others,Others,Yes
N1SG,NW2A,N02A40,N02A223,Others,Others,Yes
N1SG,NW2A,N02A40,N02A224,Others,Others,Yes
N1SG,NW2A,N02A40,N02A225,Others,Others,Yes
N1SG,NW2A,N02A40,N02A226,Others,Others,Yes
N1SG,NW2A,N02A40,N02A227,Others,Others,Yes
N1SG,NW2A,N02A40,N02A228,Others,Others,Yes
N1SG,NW2A,N02A40,N02A229,Others,Others,Yes
N1SG,NW2A,N02A40,N02A230,Others,Others,Yes
N1SG,NW2A,N02A40,N02A231,Others,Others,Yes
N1SG,NW2A,N02A40,N02A232,Others,Others,Yes
N1SG,NW2A,N02A40,N02A233,Others,Others,Yes
N1SG,NW2A,N02A40,N02A234,Others,Others,Yes
N1SG,NW2A,N02A40,N02A235,Others,Others,Yes
N1SG,NW2A,N02A40,N02A236,Others,Others,Yes
N1SG,NW2A,N02A40,N02A237,Others,Others,Yes
N1SG,NW2A,N02A40,N02A238,Others,Others,Yes
N1SG,NW2A,N02A40,N02A239,Others,Others,Yes
N1SG,NW2A,N02A40,N02A240,Others,Others,Yes
N1SG,NW2A,N02A40,N02A241,Others,Others,Yes
N1SG,NW2A,N02A40,N02A242,Others,Others,Yes
N1SG,NW2A,N02A40,N02A243,Others,Others,Yes
N1SG,NW2A,N02A40,N02A244,Others,Others,Yes
N1SG,NW2A,N02A40,N02A245,Others,Others,Yes
N1SG,NW2A,N02A40,N02A246,Others,Others,Yes
N1SG,NW2A,N02A40,N02A247,Others,Others,Yes
N1SG,NW2A,N02A40,N02A248,Others,Others,Yes
N1SG,NW2A,N02A40,N02A249,Others,Others,Yes
N1SG,NW2A,N02A40,N02A250,Others,Others,Yes
N1SG,NW2A,N02A40,N02A251,Others,Others,Yes
N1SG,NW2A,N02A40,N02A252,Others,Others,Yes
N1SG,NW2A,N02A40,N02A253,Others,Others,Yes
N1SG,NW2A,N02A40,N02A254,Others,Others,Yes
N1SG,NW2A,N02A40,N02A255,Others,Others,Yes
N1SG,NW2A,N02A40,N02A256,Others,Others,Yes
N1SG,NW2A,N02A40,N02A257,Others,Others,Yes
N1SG,NW2A,N02A40,N02A258,Others,Others,Yes
N1SG,NW2A,N02A40,N02A259,Others,Others,Yes
N1SG,NW2A,N02A40,N02A260,Others,Others,Yes
N1SG,NW33,N03301,N033001,B2,Subsidised,
N1SG,NW33,N03302,N033002,B2,Subsidised,
N1SG,NW33,N03303,N033003,B2,Subsidised,
N1SG,NW33,N03303,N033004,B2,Subsidised,
N1SG,NW33,N03304,N033005,B2,Subsidised,
N1SG,NW33,N03305,N033006,B2,Subsidised,
N1SG,NW33,N03305,N033007,Classless,ICU/HD,
N1SG,NW33,N03305,N033008,Classless,ICU/HD,
N1SG,NW33,N03305,N033009,B2,Subsidised,
N1SG,NW33,N03305,N033010,B2,Subsidised,
N1SG,NW33,N03305,N033011,A1,Private,
N1SG,NW33,N03306,N033012,B2,Subsidised,
N1SG,NW33,N03306,N033013,B2,Subsidised,
N1SG,NW33,N03306,N033014,B2,Subsidised,
N1SG,NW33,N03306,N033015,B2,Subsidised,
N1SG,NW33,N03306,N033016,B2,Subsidised,
N1SG,NW33,N03306,N033017,B2,Subsidised,
N1SG,NW33,N03307,N033018,B2,Subsidised,
N1SG,NW33,N03307,N033019,B2,Subsidised,
N1SG,NW33,N03307,N033020,B2,Subsidised,
N1SG,NW33,N03307,N033021,B2,Subsidised,
N1SG,NW33,N03307,N033022,B2,Subsidised,
N1SG,NW33,N03307,N033023,B2,Subsidised,
N1SG,NW41,N04102,N041007,B2,Subsidised,
N1SG,NW41,N04103,N041008,B2,Subsidised,
N1SG,NW41,N04104,N041009,B2,Subsidised,
N1SG,NW41,N04104,N041010,B2,Subsidised,
N1SG,NW41,N04104,N041011,B2,Subsidised,
N1SG,NW41,N04104,N041012,B2,Subsidised,
N1SG,NW41,N04104,N041013,B2,Subsidised,
N1SG,NW41,N04104,N041014,B2,Subsidised,
N1SG,NW41,N04105,N041015,B2,Subsidised,
N1SG,NW41,N04105,N041016,B2,Subsidised,
N1SG,NW41,N04105,N041017,B2,Subsidised,
N1SG,NW41,N04105,N041018,B2,Subsidised,
N1SG,NW41,N04105,N041019,B2,Subsidised,
N1SG,NW41,N04105,N041020,B2,Subsidised,
N1SG,NW41,N04106,N041021,B2,Subsidised,
N1SG,NW41,N04106,N041022,B2,Subsidised,
N1SG,NW41,N04106,N041023,B2,Subsidised,
N1SG,NW41,N04106,N041024,B2,Subsidised,
N1SG,NW41,N04106,N041025,B2,Subsidised,
N1SG,NW41,N04106,N041026,B2,Subsidised,
N1SG,NW41,N04109,N041039,B2,Subsidised,
N1SG,NW41,N04109,N041040,B2,Subsidised,
N1SG,NW41,N04109,N041041,B2,Subsidised,
N1SG,NW41,N04109,N041042,B2,Subsidised,
N1SG,NW41,N04109,N041043,B2,Subsidised,
N1SG,NW41,N04109,N041044,B2,Subsidised,
